,Artist,Album,Song Title,Producer,Lyrics
153,Avril Lavigne,Let Go (20th Anniversary Edition),I Don't Give,The Matrix,"Everytime you go away It actually kinda makes my day Everytime you leave, you slam the door You pick your words so carefully You hate to think you're hurting me You leave me laughing on the floor 'cause  I don't give it up I don't give a damn what you say about that You know I don't give it up I don't give a damn what you say about that You know I'm not gonna cry about some stupid guy A guy who thinks he's all that  I thought we were just hangin' out (Hangin' out) So why'd you kiss me on the mouth? You thought the way you taste would get me high (Oh) You went to all your friends to brag (To brag) Guys are always such a drag (A drag) Don't you know the reason that I kissed you was to say goodbye?  'Cause I don't give it up I don't give a damn what you say about that You know I don't give it up I don't give a damn what you say about that You know I'm not gonna cry about some stupid guy A guy who thinks he's all that You might also like Hangin', hangin' out I am simply hangin', hangin' out I am simply hangin' So why'd you kiss me on the mouth? (Why'd you kiss me?) Don't you know that I, ah, ah  I don't give a damn about you I won't give it up, not for you I don't give a damn about you I won't give it up, not for you I'm not gonna cry about some stupid guy A guy who thinks he's all that  I don't give it up (I, I don't give it up) I don't give a damn what you say about that (I don't give a damn) You know I don't give it up (I don't give it up) I don't give a damn what you say about that (I don't give a damn) I don't give it up (I, I, I) I don't give a damn what you say about that (What you say) You know I don't give it up (I, I, I) I don't give a damn what you say about that (What you say) You know I don't give it up (I, I don't give it up) I don't give a damn what you say about that (I don't give a damn) I don't give it up (I, I, I) I don't give a damn... (What you say)1Embed"
154,Avril Lavigne,N/A,I Don't Give (Demo),LA Reid,"Everytime you go away It actually kinda makes my day Everytime you leave You slam the door You pick your words so carefully You hate to think you're hurting me You leave me laughing on the floor  Cause I don't give a damn I don't give a shit What you say about that You know I don't give a damn I don't give a shit What you say about that You know I'm not gonna cry About some stupid guy A guy who thinks he's all that  I thought we were just hanging out So why'd you kiss me on the mouth? You thought the way you taste Would get me high You might also like You went to all your friends to brag Guys are always such a drag Don't you know the reason that I kissed you was to say goodbye?  Cause I don't give a damn I don't give a shit What you say about that You know I don't give a damn I don't give a shit What you say about that You know I'm not gonna cry About some stupid guy A guy who thinks he's all that  Hangin', hangin' out I am simply Hangin', hangin' out I am simply hangin' So why'd you kiss me on the mouth? Don't you know that I  I don't give a damn about you I don't give a shit about you I don't give a damn about you I don't give a shit about you I'm not gonna cry about some stupid guy A guy who thinks he's all that I don't give a damn I don't give a shit What you say about that (I don’t give a damn) You know I don't give a damn I don't give a shit What you say about that (I don’t give a damn) I don't give a damn I don't give a shit (what you say) What you say about that You know I don't give a damn I don't give a shit What you say about that (what you say) I don't give a damn I don't give a shitEmbed"
155,Avril Lavigne,The Best Damn Thing,I Don't Have to Try,Dr. Luke,"I'm the one, I'm the one who knows the dance I'm the one, I'm the one who's got the prance I'm the one, I'm the one who wears the pants I wear the pants I'm the one who tells you what to do You're the one, you're the one, if I let you I'm the one, I'm the one who wears the pants I wear the pants  Hey, you, follow me I'll take the lead, can't you see? Don't you question me You just do what I say  I don't care what you're sayin' I don't care what you're thinkin' I don't care about anything Get ready, motherfucker, 'cause I'm happenin' I don't care what you're sayin' I don't care what you're thinkin' I don't care about anything Get ready, motherfucker, 'cause I'm on the scene You might also like I don't have to try To make you realize Anything I wanna do Anything I'm gonna do Anything I wanna do, I do And I don't have to try, huh  Don't you disagree 'Cause you know it's all about me Be at my beck and call I'm a know-it-all and it's all your fault  I don't care what you're sayin' I don't care what you're thinkin' I don't care about anything Get ready, motherfucker, 'cause I'm happenin' I don't care what you're sayin' I don't care what you're thinkin' I don't care about anything Get ready, motherfucker, 'cause I'm on the scene  I don't have to try (Don't have to, don't have to) To make you realize (To make you, to make you) Anything I wanna do Anything I'm gonna do Anything I wanna do, I do And I don't have to try (Don't have to try) Try! Huh!  I don't have to try (Don't have to, don't have to) To make you realize (To make you, to make you) Anything I wanna do Anything I'm gonna do Anything I wanna do, I do And I don't have to try (Don't have to try)  (Try, try, try)Embed"
156,Avril Lavigne,The Best Damn Thing (Edited Version),I Don’t Have to Try (Clean Version),Dr. Luke,"I'm the one, I'm the one who knows the dance I'm the one, I'm the one who's got the prance I'm the one, I'm the one who wears the pants I wear the pants I'm the one who tells you what to do You're the one, you're the one, if I let you I'm the one, I'm the one who wears the pants I wear the pants  Hey, you, follow me I'll take the lеad, can't you see? Don't you question me You just do what I say  I don't care what you'rе sayin' I don't care what you're thinkin' I don't care about anything Get ready, get ready, 'cause I'm happenin' I don't care what you're sayin' I don't care what you're thinkin' I don't care about anything Get ready, get ready, 'cause I'm on the scene You might also like I don't have to try To make you realize Anything I wanna do Anything I'm gonna do Anything I wanna do, I do And I don't have to try, huh  Don't you disagree 'Cause you know it's all about me Be at my beck and call I'm a know-it-all and it's all your fault  I don't care what you're sayin' I don't care what you're thinkin' I don't care about anything Get ready, get ready, 'cause I'm happenin' I don't care what you're sayin' I don't care what you're thinkin' I don't care about anything Get ready, get ready, 'cause I'm on the scene  I don't have to try (Don't have to, don't have to) To make you realize (To make you, to make you) Anything I wanna do Anything I'm gonna do Anything I wanna do, I do And I don't have to try (Don't have to try) Die Huh!  I don't have to try (Don't have to, don't have to) To make you realize (To make you, to make you) Anything I wanna do Anything I'm gonna do Anything I wanna do, I do And I don't have to try (Don't have to try)  (Try, try, try)Embed"
157,Avril Lavigne,N/A,I Don’t Wanna Be,Butch Walker,"And I'm not wearing a pretty dress I think I look pretty good to me And sorry I haven't washed my hair I'm sorry but maybe I don't care Looking dirty's pretty cute to me 'Cause nothing's worth it, no one's perfect Don't let anything get in the way 'Cause I don't wanna be Anybody else but me Don't wanna live the perfect life You see in all the TV shows The magazines and the videos This is how my story goes I don't wanna be anybody else but me Sorry for saying what's on my mind Instead of saying the proper lines Holding back is impossible for me Maybe we shouldn't try at all Sometimes perfection is a flaw It's really not my personality 'Cause nothing's worth it, no one's perfect Don't let anything get in the way I don't wanna be Anybody else but me Don't wanna live the perfect life You see in all the TV shows The magazines and the videos This is how my story goes I don't wanna be anybody else but me You might also likeWhat happened to keeping it real Being honest with the way you feel Speak your mind and try to be yourself 'Cause I don't wanna be Anybody else but me Don't wanna live the perfect life You see in all the TV shows The magazines and the videos This is how my story goes I don't wanna be, I don't really really wanna be Anybody else but me Don't wanna live the perfect life You see in all the TV shows The magazines and the videos This is how my story goes I don't wanna be anybody else but meEmbed"
158,Avril Lavigne,Head Above Water,I Fell in Love With the Devil,Chris Baseford & Avril Lavigne,"Shotguns and roses make a deadly potion Heartbreak explosions in reckless motion Teddy bears and ""I'm sorry"" letters Don't seem to make things better Don't bury me alive Sweet talkin' alibi  But I-I-I-I-I can't stop the rush And I-I-I-I-I can't give you up No, I-I-I-I-I know you're no good for me You're no good for me  I fell in love with the Devil And now I'm in trouble I fell in love with the Devil I'm underneath his spell (Oh-oh-oh-oh) Someone send me an angel To lend me a halo I fell in love with the Devil Please, save me from this hell (Oh-oh-oh-oh)  Got me playin' with fire (Playin' with fire) Baby, hand me the lighter (Hand me the lighter) Tastes just like danger (Tastes just like danger) Chaotic anger You might also like But I-I-I-I-I can't stop the rush And I-I-I-I-I can't give you up No, I-I-I-I-I know you're no good for me You're no good for me  I fell in love with the Devil And now I'm in trouble I fell in love with the Devil I'm underneath his spell (Oh-oh-oh-oh) Someone send me an angel To lend me a halo I fell in love with the Devil Please, save me from this hell (Oh-oh-oh-oh)  Angels and Devils always fight over me (Fight over me) Take me to heaven, wake me up from this dream Even in sunlight, clouds shadow over me (Shadow on me) It's now or never, wake me up from this dream  I fell in love with the Devil And now I'm in trouble I fell in love with the Devil I'm underneath his spell Someone send me an angel To lend me a halo I fell in love with the Devil Please, save me from this hell (This hell) Dig deep, six feet (Ahh, ahh, ahh, ahh, ahh, ahh, ahh) Dig deep, it's killin' me (Ahh, ahh, ahh, ahh) (I fell in love with the Devil) Dig deep, six feet (Ahh, ahh, ahh, ahh, ahh, ahh, ahh) (And now I'm in trouble) (I fell in love with the Devil) Dig deep (Ahh, ahh, ahh, ahh) It's killin' me12Embed"
159,Avril Lavigne,N/A,If I Said I Loved You (Ft. Chad Kroeger),NA,"If I said that I loved you Would you say it too? So tell me you love me And I'll say I do  From the minute that you first caught my eye Was the minute that we both realized The second that I first held your hands I knew that you were my second chance There's nothing for you I wouldn't do With everything that I feel for you Breathing everyday ""did you feel the same way too?""  If I said that I loved you Would you say it too? And if I heard it from you The things I would do So tell me you love me And I'll say I do  You're the only one who makes me believe You're the only one that I'll ever need I know I'm not afraid anymore I know I never felt this before I don't know how much more I can take I don't know how much longer to wait There's really only one thing that I need to say You might also like If I said that I loved you Would you say too? (Did you feel the same way too?) And if I heard it from you The things I would do If I tried to save you Would you save me too? (Did you feel the same way too?) So tell me you love me And I'll say I do  No, I'm not afraid I'm dying to say To say I love you No, I'm not afraid Cause I'm here to stay I'm dying to say To say I love you I'll say I do I'll say I do Oh  If I said that I loved you (Love you, love you) Would you say it too? (Did you feel the same way too?) And if I heard it from you The things I would do (Did you feel the same way too?) If I tried to save you (Save you, save you) Would you save me too? (Did you feel the same way too?) So tell me you love me (Love me, love me) And I'll say I doEmbed"
160,Avril Lavigne,Goodbye Lullaby ,I Love You,Shellback & Max Martin,"La-la, la-la-la-la La-la, la-la-la  I like your smile, I like your vibe I like your style But that's not why I love you And I, I like the way You're such a star But that's not why I love you  Hey, do you feel, do you feel me? Do you feel what I feel, too? Do you need, do you need me? Do you need me?  You're so beautiful But that's not why I love you I'm not sure you know That the reason I love you is you Being you, just you Yeah, the reason I love you Is all that we've been through And that's why I love you You might also like La-la, la-la-la-la La-la, la-la-la  I like the way you misbehave When we get wasted But that's not why I love you And how you keep your cool When I am complicated But that's not why I love you  Hey, do you feel, do you feel me? Do you feel what I feel, too? Do you need, do you need me? Do you need me?  You're so beautiful But that's not why I love you And I'm not sure you know That the reason I love you is you Being you, just you Yeah, the reason I love you Is all that we've been through And that's why I love you, yeah Oh, oh Even though we didn't make it through I am always here for you You  You're so beautiful But that's not why I love you I'm not sure you know That the reason I love you is you Being you, just you Yeah, the reason I love you Is all that we've been through And that's why I love you  La-la, la-la-la-la (Oh-oh) La-la, la-la-la-la (That's why I love you) La-la, la-la-la-la (Oh-oh) La-la, la-la-la-la (That's why I love you)5Embed"
161,Avril Lavigne,Make Some Noise: The Amnesty International Campaign to Save Darfur,Imagine,Butch Walker,"Imagine there's no heaven It's easy if you try No hell below us Above us only sky Imagine all the people Living for today  Imagine there's no countries It isn't hard to do Nothing to kill or die for And no religion too Imagine all the people Living life in peace  And you, you may say I'm a dreamer But I'm not the only one I hope someday you will join us And the world will be as one  Imagine no possessions I wonder if you can No need for greed or hunger A brotherhood of man Oh oh oh Imagine all the people Sharing all the world You might also like And you, you may say I'm a dreamer But I'm not the only one I hope someday you will join us And the world will be as oneEmbed"
162,Avril Lavigne,Let Go,I’m with You,The Matrix,"I'm standin' on the bridge I'm waitin' in the dark I thought that you'd be here by now There's nothing but the rain No footsteps on the ground I'm listening, but there's no sound  Isn't anyone tryna find me? Won't somebody come take me home?  It's a damn cold night Tryna figure out this life Won't you take me by the hand, take me somewhere new? I don't know who you are, but I I'm with you I'm with you, mmm  I'm lookin' for a place I'm searchin' for a face Is anybody here? I know 'Cause nothing's going right And everything's a mess And no one likes to be alone You might also like Isn't anyone tryna find me? Won't somebody come take me home?  It's a damn cold night Tryna figure out this life Won't you take me by the hand, take me somewhere new? I don't know who you are, but I I'm with you I'm with you, yeah, yeah  Oh, why is everything so confusing? Maybe I'm just out of my mind Yeah, yeah-yeah, yeah-yeah Yeah-yeah, yeah-yeah Yeah  It's a damn cold night Tryna figure out this life Won't you take me by the hand, take me somewhere new? I don't know who you are, but I I'm with you I'm with you Take me by the hand, take me somewhere new I don't know who you are, but I I'm with you I'm with you Take me by the hand, take me somewhere new I don't know who you are, but I I'm with you, oh I'm with you I'm with you22Embed"
163,Avril Lavigne,N/A,I’m with You (AOL Sessions),Sessions@AOL,"I'm waiting in the dark I thought that you'd be here by now There's nothing but the rain No footsteps on the ground I'm listening but there's no sound Isn't anyone trying to find me? Won't somebody come take me home? It's a damn cold night Trying to figure out this life Won't you take me by the hand? Take me somewhere new I don't know who you are But I... I'm with you I'm with you I'm looking for a place I'm searching for a face Is anybody here I know 'Cause nothing's going right And everything's a mess And no one likеs to be alone Isn't anyone trying to find mе? Won't somebody come take me home? You might also likeIt's a damn cold night Trying to figure out this life Won't you take me by the hand? Take me somewhere new I don't know who you are But I... I'm with you I'm with you Oh why is everything so confusing Maybe I'm just out of my mind Yeah-he-yaa, yeah-he-yah, yeah-he-yah, yeah-he-yah, yeah! It's a damn cold night Trying to figure out this life Won't you take me by the hand? Take me somewhere new I don't know who you are But I... I'm with you I'm with you Take me by the hand Take me somewhere new I don't know who you are But I... I'm with you I'm with you Take me by the hand Take me somewhere new I don't know who you are But I... I'm with you I'm with you I'm with youEmbed"
164,Avril Lavigne,N/A,I'm With You (Demo),Lauren Christy & Graham Edwards & Scott Spock,"I'm standin' on the bridge I'm waitin' in the dark I thought that you'd be here by now There's nothing but the rain No footsteps on the ground I'm listening, but there's no sound  Isn't anyone tryin' to find me? Won't somebody come take me home?  It's a damn cold night Tryin' to figure out this life Won't you take me by the hand, take me somewhere new? I don't know who you are, but I I'm with you, ooh I'm with you  I'm lookin' for a place (I'm lookin' for a place) I'm searchin' for a face (I'm searchin' for a face) Is anybody here I know? 'Cause nothing's going right (Nothing's going right) And еverything's a mess (Mess) And no onе likes to be alone You might also like Isn't anyone tryin' to find me? Won't somebody come take me home?  It's a damn cold night Tryin' to figure out this life Won't you take me by the hand, take me somewhere new? I don't know who you are, but I I'm with you I'm with you, yeah, yeah  Why is everything so confusing? Maybe I'm just out of my mind Yeah, yeah-yeah, yeah-yeah Yeah-yeah, yeah-yeah Yeah  It's a damn cold night Tryin' to figure out this life Won't you take me by the hand, take me somewhere new? I don't know who you are, but I I'm with you I'm with you Take me by the hand, take me somewhere new I don't know who you are, but I I'm with you I'm with you Take me by the hand, take me somewhere new I don't know who you are, but I I'm with you, oh I'm with you I'm with youEmbed"
165,Avril Lavigne,N/A,I'm With You (Leama & Moor Remix),NA,"I'm waiting in the dark I thought that you'd be here by now There's nothing but the rain No footsteps on the ground I'm listening, but there's no sound  Isn't anyone trying to find me? Won't somebody come take me home?  I'm with you Isn't anyone trying to find me? Won't somebody come take me home? It's a damn cold night Trying to figure out this life Won't you take me by the hand? Take me somewhere new I don't know who you are, but I  I'm with youYou might also likeEmbed"
166,Avril Lavigne,Walmart Soundcheck - EP,I’m With You (Walmart Soundcheck),NA,"I'm standin’ on the bridge I'm waitin' in the dark I thought that you’d be here by now There's nothing but the rain No footsteps on the ground I'm listening, but there's no sound  Isn't anyone tryin' to find me? Won't somebody come take me home?  It's a damn cold night Tryin’ to figure out this life Won’t you take me by the hand, take me somewhere new? I don't know who you are, but I I’m with you I'm with you, mmm  I'm lookin' for a place I’m searchin' for a face Is anybody here I know? 'Cause nothing's going right And everything's a mess And no one likes to be alone You might also like Isn't anyone tryin' to find me? Won't somebody come take me home?  It's a damn cold night Tryin' to figure out this life Won't you take me by the hand, take me somewhere new? I don't know who you are, but I I'm with you I'm with you, yeah, yeah  Oh, why is everything so confusing? Maybe I'm just out of my mind Yeah, yeah-yeah, yeah-yeah Yeah-yeah, yeah-yeah Yeah  It's a damn cold night Tryin' to figure out this life Won't you take me by the hand, take me somewhere new? I don't know who you are, but I I'm with you I'm with you Take me by the hand, take me somewhere new I don't know who you are, but I I'm with you I'm with you Take me by the hand, take me somewhere new I don't know who you are, but I I'm with you, oh I'm with you I'm with youEmbed"
167,Avril Lavigne,The Best Damn Thing,Innocence,Rob Cavallo,"Wakin' up, I see that everything is okay The first time in my life, and now it's so great Slowin' down, I look around and I am so amazed I think about the little things that make life great  I wouldn't change a thing about it This is the best feeling  This innocence is brilliant I hope that it will stay This moment is perfect Please don't go away I need you now And I'll hold on to it Don't you let it pass you by  I found a place so safe, not a single tear The first time in my life and now it's so clear Feel calm, I belong, I'm so happy here It's so strong and now I let myself be sincere  I wouldn't change a thing about it This is the best feeling You might also like This innocence is brilliant I hope that it will stay This moment is perfect Please don't go away 'Cause I need you now And I'll hold on to it Don't you let it pass you by  It's the state of bliss, you think you're dreamin' It's the happiness inside that you're feelin' It's so beautiful, it makes you wanna cry It's the state of bliss, you think you're dreamin' It's the happiness inside that you're feelin' It's so beautiful, it makes you wanna cry It's so beautiful, it makes you wanna cry  This innocence is brilliant It makes you wanna cry This innocence is brilliant Please don't go away 'Cause I need you now And I'll hold on to it (It's so beautiful, it makes you wanna cry) Don't you let it pass you by This innocence is brilliant (It's so beautiful, it's so beautiful) I hope that it will stay This moment is perfect Please don't go away I need you now (It makes me wanna cry) And I'll hold on to it Don't you let it pass you by9Embed"
168,Avril Lavigne,Control Room - Live EP,Innocence (MSN Control Room),Rob Cavallo,"Wakin' up, I see that everything is okay The first time in my life, so great Slowin' down, I look around and I am so amazed I think about the little things that make life great  I wouldn't change a thing about it This is the best feeling  This innocence is brilliant I hope that it will stay This moment is perfect Please don't go away I need you now And I'll hold on to it Don't you let it pass you by  I found a place so safe, not a single tear The first time in my life and now it's so clear Feel calm, I belong, I'm so happy here It's so strong and now I let myself be sincere  I wouldn't change a thing about it This is the best feeling You might also like This innocence is brilliant I hope that it will stay This moment is perfect Please don't go away I need you now And I'll hold on to it Don't you let it pass you by  It's a state of bliss, you think you're dreamin' It's the happiness inside that you're feelin' It's so beautiful, it makes you wanna cry It's a state of bliss, you think you're dreamin' (Oh) It's the happiness inside that you're feelin' (Oh) It's so beautiful, it makes you wanna cry  This innocence is brilliant I hope that it will stay This moment is perfect Please don't go away I need you now And I'll hold on to it Don't you let it pass you by This innocence is brilliant I hope that it will stay This moment is perfect Please don't go away I need you now And I'll hold on to it Don't you let it pass you byEmbed"
169,Avril Lavigne,N/A,In Too Deep (Live) (Ft. Deryck Whibley),NA,"And 1, 2, 3, 4! Here we go!  The faster we're falling, we're stopping and stalling We're running in circles again Just as things were looking up, you said it wasn't good enough But still, we're trying one more time  'Cause maybe we're just trying too hard When really, it's closer than it is too far (Let's go!)  'Cause I'm in too deep, and I'm trying to keep Up above in my head, instead of going under I'm in too deep, and I'm trying to keep Up above in my head, instead of going under Instead of going under  Seems like each time I'm with you, I lose my mind Because I'm bending over backwards to relate It's one thing to complain, but when you're driving me insane Well then, I think it's time that we took a break You might also like Maybe we're just trying too hard When really, it's closer than it is too far (Here we go!)  'Cause I'm in too deep, and I'm trying to keep Up above in my head, instead of going under In too deep, and I'm trying to keep Up above in my head, instead of going under Instead of going under Instead of going under   'Cause I can't sit back and wonder why It took so long for this to die And I hate it when you fake it You can't hide it, you might as well embrace it So believe me, it's not easy It seems that something's telling me  I'm in too deep, and I'm trying to keep Up above in my head, instead of going under 'Cause I'm in too deep, and I'm trying to keep Up above in my head, instead of going under Instead of going under Instead of going under again Instead of going under Instead of going under again Instead of going under again  Arigato, Deryck! Thank you!Embed"
170,Avril Lavigne,N/A,In Touch,Lauren Christy & Christoph Andersson,"Your car's parked in the driveway You're standing in the hallway Last time you're gonna kiss me (Yeah, yeah, yeah) 'Cause the seasons are changing So put your hands on my body Show me how much you want me (Yeah, yeah)  I don't wanna tell you lies I don't mean to hurt you, baby 'Cause you make me feel alive (Yeah, yeah, yeah) I don't wanna tell you lies I don't mean to hurt you, baby 'Cause you make me feel alive  After the summer, can we keep in touch? After November, can we call it love? So I wanna love you Nobody but you Let's keep in touch You might also like (Yeah, yeah, yeah, yeah, yeah, yeah Yeah, yeah, yeah, yeah) Keep in touch (Yeah, yeah, yeah, yeah, yeah, yeah Yeah, yeah, yeah, yeah)  Stay awake with me all night Run away from real life Even though I just met ya (Yeah, yeah, yeah) 'Cause I feel like I know ya When you stare into my blue eyes And I'll never forget ya (Yeah, yeah)  I don't wanna tell you lies I don't mean to hurt you, baby 'Cause you make me feel alive  After the summer, can we keep in touch? After November, can we call it love? So I wanna love you Nobody but you Let's keep in touch (Yeah, yeah, yeah, yeah, yeah, yeah Yeah, yeah, yeah, yeah) Keep in touch (Yeah, yeah, yeah, yeah, yeah, yeah Yeah, yeah, yeah, yeah)  'Cause I don't wanna live without you, -out you, -out you I don't wanna live without you, -out you, -out you (Yeah, yeah) Don't wanna go home Don't leave me here alone 'Cause I don't wanna live without you 'Cause I think that I love you Yeah, I really, really love you And there's nobody but you  After the summer, can we keep in touch? After November, can we call it love? So I wanna love you Nobody but you Let's keep in touch  (Yeah, yeah, yeah, yeah, yeah, yeah Yeah, yeah, yeah, yeah) Keep in touch (Yeah, yeah, yeah, yeah, yeah, yeah Yeah, yeah, yeah, yeah) Let's keep in touchEmbed"
171,Avril Lavigne,N/A,Iris (Ft. John Rzeznik),Rob Cavallo & The Goo Goo Dolls,And I'd give up forever to touch you 'Cause I know that you feel me somehow You're the closest to heaven that I'll ever be And I don't want to go home right now And all I can taste is this moment And all I can breathe is your life 'Cause sooner or later it's over I just don't want to miss you tonight  And I don't want the world to see me 'Cause I don't think that they'd understand When everything's made to be broken I just want you to know who I am  And you can't fight the tears that ain't coming Or the moment of truth in your lies When everything feels like the movies Yeah you bleed just to know you're alive  And I don't want the world to see me 'Cause I don't think that they'd understand When everything's made to be broken I just want you to know who I am You might also likeAnd I don't want the world to see me 'Cause I don't think that they'd understand When everything's made to be broken I just want you to know who I am And I don't want the world to see me 'Cause I don't think that they'd understand When everything's made to be broken I just want you to know who I am I just want you to know who I am I just want you to know who I am I just want you to know who I amEmbed
172,Avril Lavigne,N/A,Ironic (Ft. Alanis Morissette),NA,"He won the lottery and died the next day It's a black fly in your Chardonnay It's a death row pardon two minutes too late Isn't it ironic... don't you think? It's like rain on your wedding day It's a free ride when you've already paid It's the good advice that you just didn't take Who would've thought... it figures Mr. Play It Safe was afraid to fly He packed his suitcase and kissed his kids good-bye He waited his whole damn life to take that flight And as the plane crashed down he thought ""Well, isn't this nice. "" And isn't it ironic... don't you think? It's like rain on your wedding day It's a free ride when you've already paid It's the good advice that you just didn't take Who would've thought... it figures Well life has a funny way of sneaking up on you When you think everything's okay And everything's going right And life has a funny way of helping you out when You think everything's gone wrong and everthing blows up In your face You might also likeA traffic jam when you're already late A no-smoking sign on your cigarette break It's like 10, 000 spoons when all you need is a knife It's meeting the man of my dreams And then meeting his beautiful wife And isn't it ironic... don't you think? A little too ironic... and yeah I really do think It's like rain on your wedding day It's a free ride when you've already paid It's the good advice that you just didn't take Who would've thought... it figures Well life has a funny way of sneaking up on you And life has a funny, funny way of helping you out Helping you outEmbed"
173,Avril Lavigne,Head Above Water,It Was In Me,Johan Carlsson,"Ahh I've been to all the parties and it wasn't there I followed where my heart leads, it wasn't there Screamed at the top of my lungs and no one cared Oh, oh, oh I've searched up on the mountaintops, it wasn't there I drove a Maserati, no fulfillment there I've run around the whole damn world to get back here Oh, oh, oh  Now let me feel high when I'm sober Let me feel young when I'm older Let me feel proud when it's over I finally realized, all of this time It was in me All along, it was in me  I took the time to listen and I found it here (Ahh) I stopped to see the vision and it was clear (Ahh) Everyone's got an opinion but I don't care Oh, oh, oh  Now let me feel high when I'm sober Let me feel young when I'm older Let me feel proud when it's over I finally realized, all of this time It was in me All along, it was in me You might also like Oh, and I All I needed was a little faith in my life All I needed was a little trust in myself All I needed was to find the truth in my heart Ah, ah, ah  So let me feel high when I'm sober Let me feel young when I'm older Let me feel proud when it's over Yeah, it was in me (Let me feel high when I'm sober) It was in me (Let me feel young when I'm older) Let me feel proud when it's over I finally realized, all of this time It was in me All along, it was in me7Embed"
174,Avril Lavigne,N/A,I Want What I Want,Chad Kroeger & Avril Lavigne,"Tears, money, honey on my bread Sugar on my pillow, songs in my head Head to the church, I love to repent Say what I mean when it's not what I meant Oh, I wanna lie in bed on Monday Wearing a diamond studded hat I live a good life, a full life, do it all again Love one man forever, who's a thousand men  I want what I want, I want it now I feel what I feel, don't bring me down I know what I know, I don't know how But I want what I want, I want it now  I wanna to lead, follow, wallow in the mud Do it for my Daddy, do it for God And God knows, am I getting it wrong? But who the hell cares when you're gettin' it on Oh, I want something to believe in When it all comes crashing down Remake the world, no pain or violence Turn up the volume, 'til there's total silence You might also like I want what I want, I want it now I feel what I feel, don't bring me down I know what I know, I don't know how I want what I want, I want it now  I wanna dance in the rain with a lover who drives me wild I throw my hair in my face when I wanna act like a child I don't know why, I, I dont know why, I I want what I want  Do it for my Daddy, do it for God God knows, am I getting it wrong? But who the hell cares  I want what I want, I want it now I feel what I feel, don't bring me down I know what I know, I don't know how I want what I want, I want it now  I want what I wantEmbed"
175,Avril Lavigne,The Best Damn Thing,I Will Be,Dr. Luke,"There's nothin' I could say to you Nothin' I could ever do To make you see what you mean to me All the pain, the tears I cried Still you never said goodbye And now I know how far you’d go  I know I let you down But it's not like that now This time I'll never let you go  I will be all that you want And get myself together 'Cause you keep me from fallin' apart All my life, I'll be with you forever To get you through the day And make everything okay  I thought that I had everything I didn't know what life could bring But now I see, honestly You're the one thing I got right The only one I let inside Now I can breathe, 'cause you're here with me You might also like And if I let you down I'll turn it all around 'Cause I would never let you go  I will be all that you want And get myself together 'Cause you keep me from fallin' apart All my life, I'll be with you forever To get you through the day And make everything okay  'Cause without you, I can't sleep I'm not gonna ever, ever let you leave You're all I got, you're all I want, yeah And without you, I don't know what I'd do I could never ever live a day without you here with me Do you see? You're all I need  And I will be all that you want And get myself together 'Cause you keep me from fallin' apart All my life (My life), I'll be with you forever To get you through the day And make everything okay I will be (I'll be) all that you want And get myself together 'Cause you keep me from fallin' apart And all my life, you know I’ll be with you forever To get you through the day And make everything okay5Embed"
176,Avril Lavigne,N/A,Joker,Travis Barker & John Feldmann,"You wasted all my time again, you’re such a minute man I ignored the signs again, gave you a second chance You made me think that I was crazy You’re the kinda guy that lies, and not just in my bed You make it hard to sympathize, you’re messing with my head You made me think that I was crazy  And just when I felt like I was safe and sound I go and l let my guard down  You had a queen But you shuffled the deck I thought you were a king That's my biggest regret You went straight for my heart And fucked with my head I’m a diamond in the rough and you’re a joke You'rе a joker in bed A joker in bеd A joker in bed  You make me wanna cut my hair If I shaved my head, would you even care? Sometimes, I feel like I've gone crazy You might also like Just when it felt like I was safe and sound You try to knock down my crown  You had a queen But you shuffled the deck I thought you were a king That's my biggest regret You went straight for my heart And fucked with my head I’m a diamond in the rough and you’re a joke You're a joker in bed  Hey, baby How does it feel? I’m not crazy What’s the fucking deal? Hey, baby How does it feel? How does it feel?  You had a queen But you shuffled the deck I thought you were a king That's my biggest regret You went straight for my heart And fucked with my head I’m a diamond in the rough and you’re a joke You're a joker in bed A joker in bed (Hey baby, how does it feel?) (Ha, ha, ha!) I’m a diamond in the rough Yeah, you’re a joke A joker in bedEmbed"
