,Unnamed: 0,Artist,Album,Song Title,Producer,Lyrics,neg,neu,pos,compound
91,91,MIKE DEAN,4:20,THE FIFTH DAY PART 3,MIKE DEAN,,0.0,1.0,0.0,0.0
92,92,MIKE DEAN,4:20,THE FIFTH DAY PART 4,MIKE DEAN,,0.0,1.0,0.0,0.0
93,93,MIKE DEAN,4:20,THE FIFTH DAY PART 5,MIKE DEAN,,0.0,1.0,0.0,0.0
94,94,MIKE DEAN,4:20,THE FIFTH DAY PART 6,MIKE DEAN,,0.0,1.0,0.0,0.0
95,95,MIKE DEAN,4:20,THE FIFTH DAY PART 7,MIKE DEAN,,0.0,1.0,0.0,0.0
96,96,MIKE DEAN,4:20,THE FIFTH DAY PART 8,MIKE DEAN,,0.0,1.0,0.0,0.0
97,97,MIKE DEAN,4:20,THE FIFTH DAY PART 9,MIKE DEAN,,0.0,1.0,0.0,0.0
98,98,MIKE DEAN,,Theme for C'etait Un Rendez-Vous,MIKE DEAN,,0.0,1.0,0.0,0.0
99,99,MIKE DEAN,ECHOPLEX (LIVE 2021),THE NINTH DAY ECHO (Live),MIKE DEAN,,0.0,1.0,0.0,0.0
100,100,MIKE DEAN,4:20,THE NINTH DAY PART 1,MIKE DEAN,,0.0,1.0,0.0,0.0
101,101,MIKE DEAN,4:20,THE NINTH DAY PART 2,MIKE DEAN,,0.0,1.0,0.0,0.0
102,102,MIKE DEAN,4:20,THE NINTH DAY PART 3,MIKE DEAN,,0.0,1.0,0.0,0.0
103,103,MIKE DEAN,4:20,THE NINTH DAY PART 4,MIKE DEAN,,0.0,1.0,0.0,0.0
104,104,MIKE DEAN,4:20,THE NINTH DAY PART 5,MIKE DEAN,,0.0,1.0,0.0,0.0
105,105,MIKE DEAN,4:20,THE NINTH DAY PART 6,MIKE DEAN,,0.0,1.0,0.0,0.0
106,106,MIKE DEAN,4:20,THE SIXTH OR SEVENTH DAY,MIKE DEAN,,0.0,1.0,0.0,0.0
107,107,MIKE DEAN,ECHOPLEX (LIVE 2021),THE SIXTH OR SEVENTH DAY ECHO (Live),MIKE DEAN,,0.0,1.0,0.0,0.0
108,108,MIKE DEAN,4:20,THE TENTH OR ELEVENTH DAY,MIKE DEAN,,0.0,1.0,0.0,0.0
109,109,MIKE DEAN,ECHOPLEX (LIVE 2021),THE TENTH OR ELEVENTH DAY (Live),MIKE DEAN,,0.0,1.0,0.0,0.0
110,110,MIKE DEAN,4:20,THE TWELFTH DAY PART 1,MIKE DEAN,,0.0,1.0,0.0,0.0
